F990_TOTAL_ASSETS_RECENT,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_NAME_CURRENT,Total_Assets
4903.418,CT,Greater Bridgeport Planning Region,FAIRFIELD THEATRE COMPANY INC,4.903418
6552.491,CT,Western Connecticut Planning Region,MALTA HOUSE INC,6.552491
433.52,CT,Northwest Hills Planning Region,UPPER HOUSATONIC VALLEY NATIONAL HERITAGE AREA INC,0.43352
2923.643,CT,Capitol Planning Region,IDA B WELLS INC,2.923643
17399.323,CT,South Central Connecticut Planning Region,CONNECTICUT ASSOCIATION FOR THE PERFORMING ARTS,17.399323
269.638,MN,Ramsey County,PROJECT ZAWADI INC,0.269638
402.627,CT,Capitol Planning Region,OUT TO PASTURE FARM AND RESCUE INCORPORATED,0.402627
452.956,CT,Capitol Planning Region,NORTHEAST UNITED PREMIER SC,0.452956
491.938,WI,Milwaukee County,JOMAR OF ZION INC,0.491938
489.602,NY,Suffolk County,PATHWAYS TO RECOVERY INC,0.489602
84.096,DC,District of Columbia,BETA OMEGA SOCIAL SERVICES INCORPORATED,0.084096
120.032,WA,Chelan County,UPPER VALLEY CHRISTIAN SCHOOL,0.120032
643.521,IL,DuPage County,JANE ADDAMS HIGH SCHOOL,0.643521
1576.215,MI,Ottawa County,FREEDOM EARLY LEARNING CENTER,1.576215
160.88,IN,Hamilton County,MASTERS STUDY INC,0.16088
60.239,OH,Summit County,ALCHEMY INC,0.060239
1958.588,CA,Los Angeles County,AMERICAN INTERNATIONAL BUDDHISTIC UNION XUAN ZANG MEDITATION MONASTE,1.958588
705.221,FL,Pinellas County,PALMETTO BREEZE APARTMENTS INC,0.705221
657.951,NJ,Burlington County,NEW JERSEY COMMUNITY RESOURCE CENTER INC,0.657951
863.471,NY,St. Lawrence County,ST LAWRENCE COUNTY SNOWMOBILE ASSOCIATION INC,0.863471
1183.954,TX,Taylor County,HISTORIC PARAMOUNT THEATRE INC,1.183954
107.212,GA,Carroll County,CENTRAL HIGH SCHOOL BAND BOOSTER CLUB INC,0.107212
150.952,OH,Clermont County,MIAMI UNIVERSITY MENS RUGBY FOOTBALL CLUB ALUMNI ASSOC INC,0.150952
2537.048,FL,Broward County,FIREWALL CENTERS INC,2.537048
132.057,AZ,Maricopa County,GILBERT BAND BOOSTERS,0.132057
1597.792,IL,Cook County,SALUTE INC,1.597792
2809.792,TX,Travis County,MARATHON KIDS INC,2.809792
57.224,RI,Providence County,MANTON AVENUE PROJECT,0.057224
205.144,NY,Richmond County,GARIBALDI MEUCCI MUSEUM,0.205144
38.035,TX,Fort Bend County,SEVEN LAKES HIGH SCHOOL BAND BOOSTERS INC,0.038035
2598.831,NC,Davidson County,CENTRAL FIRE DEPARTMENT OF DAVIDSON COUNTY INC,2.598831
76.357,NM,Colfax County,RATON MAIN STREET INC,0.076357
2117.98,VA,Chesterfield County,LIFELONG LEARNING INSTITUTE IN CHESTERFIELD COUNTY VIRGINIA INC,2.11798
13768.997,WA,Spokane County,HABITAT FOR HUMANITY INTERNATIONAL INC,13.768997
117.169,OH,Lucas County,UNITED STATES BOWLING CONGRESS INC,0.117169
519.452,WV,Cabell County,MULBERRY MANOR INC,0.519452
254.988,CA,Riverside County,INTERNATIONAL CLASSICAL CONCERTS OF THE DESERT,0.254988
343.246,SC,Charleston County,CHAMBER MUSIC CHARLESTON,0.343246
992.271,MD,Baltimore city,ARTS EVERY DAY INC,0.992271
34.597,CA,Los Angeles County,GYMJAM FOUNDATION,0.034597
1641.092,MO,St. Clair County,WEST CENTRAL MISSOURI HICKORY ESTATES INC,1.641092
98.383,IN,Lake County,CITY OUTREACH FOUNDATION INC,0.098383
243.115,LA,St. Tammany Parish,AMATEUR ATHLETIC UNION OF THE UNITED STATES,0.243115
1504.228,CT,South Central Connecticut Planning Region,CENTRAL ATLANTIC COLLEGIATE CONFERENCE INC,1.504228
558.258,NM,Doña Ana County,LAS CRUCES ACADEMY INC,0.558258
0,IL,Cook County,SKILLS PROVIDED FOR AT RISK KIDS,0
844.43,NM,San Juan County,NLH6,0.84443
596.496,AR,Washington County,SPAYARKANSAS,0.596496
186.271,RI,Washington County,WESTERLY SENIOR CITIZEN CENTER ASSOCIATION,0.186271
4553.103,CT,South Central Connecticut Planning Region,NEW HAVEN SYMPHONY ORCHESTRA INC,4.553103
4768.013,CT,Western Connecticut Planning Region,CYRENIUS H BOOTH LIBRARY,4.768013
262.034,CT,Capitol Planning Region,QUAKER LANE COOPERATIVE NURSERY SCHOOL,0.262034
144.877,CT,Capitol Planning Region,VILLAGE COOPERATIVE NURSERY SCHOOL,0.144877
2235.243,CT,Capitol Planning Region,ALUMNI ASSOCIATION OF THE HARTFORD PUBLIC HIGH SCHOOL,2.235243
39910.488,CT,Capitol Planning Region,HARTFORD PUBLIC LIBRARY,39.910488
8951.887,TX,Dallas County,FREDERICK L RAY TRUST,8.951887
1073.753,CT,Capitol Planning Region,WINDSOR LIBRARY ASSOCIATION AGENT FOR TREASURER,1.073753
918.72,CT,South Central Connecticut Planning Region,GENERAL FEDERATION OF WOMENS CLUBS,0.91872
722.283,CT,Western Connecticut Planning Region,WILLIAM E RAYMOND TRUST,0.722283
862.515,CT,South Central Connecticut Planning Region,GUILFORD FREE PUBLIC LIBRARY ASSO INC,0.862515
11159.739,CT,South Central Connecticut Planning Region,CHARLES A COFFIN MEMORIAL FUND,11.159739
1582.792,CT,Capitol Planning Region,LUCY ROBBINS WELLES LIBRARY INC,1.582792
2193.912,CT,Northwest Hills Planning Region,LITCHFIELD HILLS AUDUBON SOCIETY INC,2.193912
736.313,CT,Western Connecticut Planning Region,FEDERATED GARDEN CLUBS OF CONNECTICUT INC,0.736313
387.61,CT,Western Connecticut Planning Region,GREENWICH CHORAL SOCIETY INC,0.38761
443.55,CT,Western Connecticut Planning Region,STAMFORD HISTORICAL SOCIETY INC,0.44355
7412.457,CT,South Central Connecticut Planning Region,EASTERN STAR CHARITY FOUNDATION OF CONN INC,7.412457
1735.509,CT,Capitol Planning Region,HARTFORD HOSPITAL AUXILIARY,1.735509
533.458,CT,Capitol Planning Region,SOCIETY OF MAYFLOWER DESCENDANTS IN THE STATE OF CONNECTICUT,0.533458
1482.338,CT,Southeastern Connecticut Planning Region,THE BILL LIBRARY ASSCOCIATION INC,1.482338
729.91,CT,Western Connecticut Planning Region,AMOGERONE FIRE CO 1 INC,0.72991
299.556,CT,Western Connecticut Planning Region,DARIEN BOOK AID PLAN INC,0.299556
891.028,CT,Capitol Planning Region,THE BOOTH & DIMOCK MEMORIAL LIBRARY INCORPORATED,0.891028
1015.719,CT,Lower Connecticut River Valley Planning Region,IVORYTON LIBRARY ASSOCATION,1.015719
465.804,CT,Lower Connecticut River Valley Planning Region,LEVI E COE LIBRARY ASSOCIATION,0.465804
638.477,CT,Naugatuck Valley Planning Region,OXFORD AMBULANCE ASSOCIATION INC,0.638477
1469.747,CT,Lower Connecticut River Valley Planning Region,CLINTON HISTORICAL SOCIETY INC,1.469747
730.003,CT,Lower Connecticut River Valley Planning Region,MIDDLESEX COUNTY HISTORICAL SOCIETY,0.730003
1145.431,CT,Western Connecticut Planning Region,SOCIETY OF CINCINNATI IN THE STATE OF CONNECTICUT,1.145431
578.257,CT,Capitol Planning Region,STAFFORD FIRE DEPT NO1 INC,0.578257
3893.18,CT,Greater Bridgeport Planning Region,BRIDGEPORT HOSPITAL FRIENDS OF PEDIATRICS INC,3.89318
163.329,CT,Greater Bridgeport Planning Region,SOUTHPORT VOLUNTEER FIRE DEPARTMENT INC,0.163329
67.072,CT,Western Connecticut Planning Region,ALLIANCE FRANCAISE OF GREENWICH INC,0.067072
1100.063,CT,Capitol Planning Region,FARMINGTON HISTORICAL SOCIETY INCORPORATED,1.100063
8711.044,CT,Northwest Hills Planning Region,LITCHFIELD HIGH SCHOOL SCHOLARSHIP ASSOCIATION INC,8.711044
859.366,CT,Capitol Planning Region,ROTARY CLUB OF WETHERSFIELD HELPING HAND FUND,0.859366
1257.616,CT,Capitol Planning Region,JAMES MCMANUS FUND OF HTFD DENTAL SOCIETY,1.257616
728.002,CT,Lower Connecticut River Valley Planning Region,THE LYME FIRE COMPANY INCORPORATED,0.728002
35059.359,CT,Western Connecticut Planning Region,LAND TRUST OF DARIEN INC,35.059359
4573.438,CT,Southeastern Connecticut Planning Region,EASTERN CONNECTICUT SYMPHONY INC,4.573438
47.356,CT,Greater Bridgeport Planning Region,COUNTY ASSEMBLIES INC,0.047356
371.623,CT,Western Connecticut Planning Region,THE NORWALK YOUTH SYMPHONY INC,0.371623
632.899,CT,South Central Connecticut Planning Region,NEW HAVEN CHORALE INC,0.632899
684.786,CT,Lower Connecticut River Valley Planning Region,CONNECTICUT MUSIC EDUCATORS ASSN INC,0.684786
1535.179,CT,Capitol Planning Region,HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE,1.535179
551.154,CT,Capitol Planning Region,ART LEAGUE OF NEW BRITAIN,0.551154
10807.237,CT,South Central Connecticut Planning Region,CONNECTICUT PLAYERS FOUNDATION INC,10.807237
525.36,CT,Western Connecticut Planning Region,TOWN PLAYERS OF NEW CANAAN INC,0.52536
221.544,CT,Western Connecticut Planning Region,PTSA CONNECTICUT CONGRESS,0.221544
276.18,CT,South Central Connecticut Planning Region,MADISON ROTARY FOUNDATION INC,0.27618
32505.867,CT,Western Connecticut Planning Region,NORWALK COMMUNITY COLLEGE FOUNDATION,32.505867
1425.572,CT,Western Connecticut Planning Region,NEW CANAAN BEAUTIFICATION LEAGUE INC,1.425572
202.07,CT,Western Connecticut Planning Region,HORTULUS INC,0.20207
1570.559,CT,Capitol Planning Region,INTERFAITH HOMES INCORPORATED,1.570559
494.681,CT,Northwest Hills Planning Region,CONNECTICUT RAILROAD HISTORICAL ASSOCIATION INCORPORATED,0.494681
1675.48,CT,Capitol Planning Region,INTERFAITH HOUSING INC,1.67548
372.197,CT,Western Connecticut Planning Region,RIDGEFIELD SYMPHONY ORCHESTRA INC,0.372197
4227.853,CT,Western Connecticut Planning Region,ORCHESTRA LUMOS INC,4.227853
3343.988,CT,Western Connecticut Planning Region,NEWTON HOOK AND LADDER COMPANY NO 1 INCORPORATED,3.343988
121.053,CT,Capitol Planning Region,AMERICAN GUILD OF ORGANISTS,0.121053
1030.137,CT,Capitol Planning Region,CONNECTICUT SOCIETY OF GENEALOGISTS INC,1.030137
16810.18,CT,Capitol Planning Region,MANCHESTER COMMUNITY COLLEGE FOUNDATION INC,16.81018
3450.507,CT,Western Connecticut Planning Region,GREENWICH CATHOLIC EDUCATION TRUST FUND,3.450507
348.538,CT,Capitol Planning Region,WEST STAFFORD FIRE DEPARTMENT INCORPORATED,0.348538
643.519,CT,Naugatuck Valley Planning Region,MERIDEN BOYS CLUB ENDOWMENT FUND,0.643519
48.53,CT,Capitol Planning Region,EMMA HART WILLARD SCHOOL PTO,0.04853
2430.881,TX,Dallas County,FRANCIS ARCHIBALD TRUS FBO BYRAM,2.430881
1477.257,CT,Capitol Planning Region,SUFFIELD HISTORICAL SOCIETY INCORPORATED,1.477257
29669.051,CT,Western Connecticut Planning Region,CLEMENTINE LOCKWOOD PETERSON FOUNDATION,29.669051
4644.797,CT,Capitol Planning Region,AVON OLD FARMS SCHOOL FOUNDATION TR UA DTD 050793,4.644797
504.965,CT,Lower Connecticut River Valley Planning Region,GWENDOLEN ORTON-JONES TR FBO CHESTER PUBLIC LIBRARY,0.504965
0,CT,South Central Connecticut Planning Region,ROTARY DISTRICT 7980 FOUNDATION INC,0
985.437,CT,Western Connecticut Planning Region,TEEN CENTER OF WILTON INC,0.985437
169.566,NJ,Somerset County,DANCE FOR THE CURE INC,0.169566
111.85,NY,Nassau County,ASSOCIATION FOR THE COMMUNITY PARENT CENTER INC,0.11185
963.544,MA,Suffolk County,NOBLE SCHOOLHOUSE CORPORATION,0.963544
1556.838,NY,Suffolk County,PARK AND RECREATION ASSOCIATION OF SAG HARBOR NEW YORK INC,1.556838
801.678,NY,Nassau County,QUEENS MASONIC ASSOCIATION INC,0.801678
14747.515,NY,Nassau County,EAST WOODS SCHOOL INC,14.747515
286.346,NY,Nassau County,INTERCOMMUNITY NURSERY SCHOOL & KINDERGARTEN INC,0.286346
327.789,NY,Nassau County,GLEN COVE NEIGHBORHOOD ASSOCIATION INC,0.327789
16919.156,NY,Suffolk County,SOCIETY FOR THE PRESERVATION OF LONG ISLAND ANTIQUITIES INC,16.919156
14340.969,NY,Suffolk County,PORT JEFFERSON FREE LIBRARY,14.340969
9950.39,NY,Suffolk County,WESTHAMPTON FREE LIBRARY,9.95039
4739.497,NY,Suffolk County,SOUTHOLD FREE LIBRARY,4.739497
1886.769,NY,Suffolk County,BROOKHAVEN FREE LIBRARY,1.886769
373.75,NY,Suffolk County,NORTHPORT NURSERY SCHOOL,0.37375
168.714,NY,Nassau County,FIREHOUSE NURSERY SCHOOL & KINDERGARTEN INC,0.168714
4358.675,NY,Nassau County,LOCUST VALLEY LIBRARY,4.358675
10295.674,NY,Suffolk County,COLD SPRING HARBOR LIBRARY,10.295674
330.723,NY,Nassau County,TEMPLE EMANUEL OF LONG BCH,0.330723
3547.457,NY,Nassau County,BAYVILLE FREE LIBRARY,3.547457
12260.823,NY,Suffolk County,AUXILIARY SERVICE CORP OF THE AGRICULTURAL & TECH COLL AT FRMGDL,12.260823
10397.624,NY,Suffolk County,HARBOR COUNTRY DAY SCHOOL,10.397624
2491.611,NY,Nassau County,WOODWARD CHILDRENS CENTER INC,2.491611
2140.544,NY,Nassau County,JUNIOR LEAGUE OF LONG ISLAND INC,2.140544
47240.346,NY,Nassau County,OCEANSIDE LIBRARY,47.240346
9319.991,NY,Suffolk County,RIVERHEAD FREE LIBRARY,9.319991
10099.245,NY,Nassau County,BRYANT LIBRARY,10.099245
818.31,NY,Suffolk County,LONG ISLAND YOUTH FOR CHRIST INC,0.81831
5132.731,NY,Suffolk County,CUTCHOGUE NEW SUFFOLK FREE LIBRARY,5.132731
574.02,NY,Suffolk County,NEW YORK STATE PUBLIC HIGH SCHOOL ATHLETIC ASSOCIATION INC,0.57402
25323.042,NY,Suffolk County,SCOPE EDUCATION SERVICES,25.323042
1468.58,NY,Suffolk County,NORTH FORK COMMUNITY THEATRE INC,1.46858
1863.849,NY,Suffolk County,LONG ISLAND LIBRARY RESOURCES COUNCIL INC,1.863849
2843.964,NY,Nassau County,OLD WESTBURY COLLEGE FOUNDATION INC,2.843964
756.179,NY,Suffolk County,SOUTHAMPTON YOUTH ASSOCIATION INC,0.756179
8692.694,NY,Suffolk County,SOUTH COUNTRY LIBRARY,8.692694
1163.015,NY,Suffolk County,LEEWAY SCHOOL,1.163015
3117.129,FL,Hillsborough County,AMERICAN ASSOCIATION OF KIDNEY PATIENTS INC,3.117129
59.982,NY,Nassau County,LEARNING TREE NURSERY INC,0.059982
10318.006,NY,Suffolk County,CONNETQUOT PUBLIC LIBRARY,10.318006
35676.829,NY,Kings County,MARIEN-HEIM TOWER,35.676829
822.192,NY,Suffolk County,BRENTWOOD TEACHERS ASSOCIATION SCHOLARSHIP FUND INC,0.822192
1850.502,NY,Queens County,ALLEY POND ENVIRONMENTAL CENTER INC,1.850502
602.475,NY,Queens County,GREATER RIDGEWOOD HISTORICAL SOCIETY INC,0.602475
605.051,NY,Queens County,HAITIAN AMERICANS UNITED FOR PROGRESS,0.605051
188.786,NY,Kings County,BRIGHTON NEIGHBORHOOD ASSOC INC,0.188786
3360.85,NY,New York County,ASSOCIATION FOR MACULAR DISEASES INC,3.36085
5068.287,NY,Nassau County,AUXILIARY SERVICE CORP,5.068287
1057.082,NY,Suffolk County,5814 HOLDING CORP,1.057082
1196.627,NY,Kings County,MEDGAR-EVERS COLLEGE STUDENT FACULTY ASSOCIATION,1.196627
399.152,NY,Queens County,AUBURNDALE SOCCER CLUB INC,0.399152
720.142,NY,Suffolk County,PORT JEFFERSON FIRE DEPT INC,0.720142
147.664,NY,Suffolk County,SUFFOLK COUNTY MUSIC EDUCATORS ASSOCIATION INC SOUTH COUNTRY SCHO,0.147664
642.878,NY,Queens County,JAMAICA CENTER IMPROVEMENT,0.642878
1462.016,NY,Suffolk County,LONG ISLAND HOUSING SERVICES INC,1.462016
93.419,NY,Erie County,ORCHARD PARK PARENT-TEACHERS ORGANIZATION INC,0.093419
459.596,NY,New York County,CAMP COMANCHE INCORPORATED,0.459596
1.491,NY,Queens County,CENTRO CIVICO COLOMBIANO INC,0.001491
115.42,NY,Suffolk County,SALTAIRE VOLUNTEER FIRE COMPANY INC,0.11542
18115.473,NY,Kings County,FEDERATION OF ITALIAN AMERICAN ORG OF BROOKLYN LTD,18.115473
161.001,NY,Nassau County,AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE,0.161001
6933.434,NY,Kings County,MARIEN-HEIM OF SUNSET PARK,6.933434
465.46,NY,Monroe County,CENTER FOR DISPUTE SETTLEMENT INC,0.46546
25.247,NY,Kings County,GREATER SHEEPSHEAD BAY DEVELOPEMENT CORP,0.025247
1086.956,NY,Nassau County,HEMPSTEAD HISPANIC CIVIC ASSOCIATION INC,1.086956
212.35,CA,Orange County,WORLD HERITAGE INTERNATIONAL STUDENT EXCHANGE PROGRAMS INC,0.21235
596.012,NY,Suffolk County,ANIMAL RESCUE FORCE INC,0.596012
734.67,NY,Suffolk County,GREENLAWN-CENTERPORT HISTORICAL ASSOCIATION,0.73467
0,FL,Broward County,THE NATIONAL GYM ASSOCIATION INC,0
2517.837,NY,Kings County,MEDGAR EVERS EDUCATIONAL FOUNDATION INC,2.517837
34.623,NY,Nassau County,COMMUNITY NURSERY SCHOOL OF BALDWIN,0.034623
115.054,NY,Queens County,LITTLE DOLPHIN INC,0.115054
10.565,NY,Suffolk County,TINY TOTS LEARNING CENTER,0.010565
4816.649,NY,Queens County,QUEENS BNAI BRITH HOUSING DEVELOPEMENT FUND CO INC,4.816649
5897.837,NY,Suffolk County,SUBURBAN HOUSING DEVELOPMENT AND RESEARCH INC,5.897837
785.987,NY,Kings County,PARENTS AND TEACHERS ASSOCIATION OF PUBLIC SCHOOL 8,0.785987
23453.391,NY,Kings County,B H R A G S HOMECARE INC,23.453391
141.034,NY,Suffolk County,BAYMEN SOCCER CLUB,0.141034
7665.14,NY,Kings County,BUSHWICK STUYVESANT HEIGHTS HOME ATTENDENT PROGRAM INC,7.66514
4533.502,NY,Suffolk County,HAMPTON CLASSIC HORSE SHOW INC,4.533502
565.059,NY,Queens County,DANIEL LASKY SCHOLARSHIP FUND,0.565059
3540.996,NY,Kings County,OTSAR FAMILY SERVICES INC,3.540996
434.444,NY,Kings County,WYCKOFF HOUSE & ASSOCIATION INC,0.434444
409.134,NY,Cattaraugus County,RURAL REVITILIZATION CORPORATION,0.409134
341.195,NY,Suffolk County,HARBORFIELD BOOSTER CLUB INC,0.341195
2112.612,NY,Nassau County,SECTION VIII OF THE NEW YORK STATE PUBLIC HIGH SCH ATHLETIC ASSN INC,2.112612
53.457,NY,Dutchess County,NEW YORK ASSOCIATION FOR CONTINUING AND COMMUNITY EDUCATION INC,0.053457
621.215,NY,Otsego County,OTSEGO 2000 INC,0.621215
1982.772,NY,Suffolk County,MERCY CENTER MINISTRIES INC,1.982772
453.094,MA,Suffolk County,CHERITON GROVE CORPORATION,0.453094
305.274,NY,Suffolk County,WEST SAYVILLE CHRISTIAN SCHOOL,0.305274
302.115,NY,Nassau County,NAMI QUEENS-NASSAU INC,0.302115
5892.462,NY,Suffolk County,THE MINISTRY FOR HOPE INC,5.892462
11257.587,NY,Suffolk County,NASSAU SUFFOLK SERVICES FOR THE AUTISTIC,11.257587
30.244,NY,Nassau County,PTA NEW YORK CONGRESS,0.030244
181.179,NY,Kings County,PROSPECT PARK TRACK CLUB INC,0.181179
23.816,NY,Nassau County,PTA NEW YORK CONGRESS,0.023816
688.939,NY,Kings County,ELLA BAKER CHARLES ROMAIN CHILD DEVELOPMENT CENTER,0.688939
9.301,NY,Suffolk County,SUFFOLK COUNTY HIGH SCHOOL HOCKEY LEAGUE INC,0.009301
900.436,NY,Nassau County,HISPANIC BROTHERHOOD OF ROCKVILLE CENTRE INC,0.900436
303.47,NY,Kings County,SHMIRA VOLUNTEER PATROL CORP,0.30347
0,NY,Suffolk County,PTA NEW YORK CONGRESS,0
1261.386,NY,Kings County,DANCEWAVE INC,1.261386
271.427,NY,Kings County,GRAND STREET DISTRICT MANAGEMENT ASSOCIATION INC,0.271427
1230.078,NY,Suffolk County,CENTRAL ISLIP CIVIC COUNCIL INC,1.230078
2.511,NY,Nassau County,CREATIVE ADAPTATIONS FOR LEARNING INC,0.002511
348.896,NY,Nassau County,FARMINGDALE CARE INC,0.348896
1845.309,NY,Suffolk County,JAFRIA ASSOCIATION OF NORTH AMERICA,1.845309
106.808,NY,New York County,ASSOCIATION OF HOSPITAL RISK MANAGEMENT OF NEW YORK INC,0.106808
3694.277,VA,Fairfax County,SJOGRENS FOUNDATION INC,3.694277
589.335,NY,Nassau County,STUDENT GOVERNMENTAL ASSOCIATION AT SUNY COLLEGE AT OLD WESTBURY,0.589335
533.597,NY,Queens County,ORATORIO SOCIETY OF QUEENS INC,0.533597
42.707,FL,Palm Beach County,AEQUALIS INC,0.042707
414.312,NY,Kings County,THE FOUNDATION FOR WORKER VETERAN AND ENVIRONMENTAL HEALTH INC,0.414312
1195.702,NY,Suffolk County,GENERAL BLDG LABORERS LOCAL 66 TRAINING PROGRAM FUND BOX 666,1.195702
95.646,NY,Kings County,AMERICAN FRIENDS OF DARCHE NOAM,0.095646
544.058,NY,Nassau County,HERRICKS COMMUNITY CENTER FUND INC,0.544058
205.166,NY,Suffolk County,SCHOOL BUSINESS PARTNERSHIPS OF LONG ISLAND INC,0.205166
10.06,NY,Nassau County,PTA NEW YORK CONGRESS,0.01006
284.079,NY,New York County,OTOLARYNGOLOGY RESEARCH & EDUCATION FOUNDATION INC,0.284079
789.588,NJ,Ocean County,FRIENDS OF YESHIVA TORATH AVRAHAM,0.789588
182.688,NY,Nassau County,WHITESTONE SCHOOL FOR CHILD DEVELOPMENT,0.182688
10525.808,NY,Kings County,YESHIVA TIFERES YISROEL,10.525808
1275.322,NY,Kings County,MEDGAR EVERS COLLEGE AUXILIARY ENTERPRISES CORP,1.275322
1848.77,NY,Queens County,EMERALD ISLE IMMIGRATION CENTER INC,1.84877
27127.639,NY,Suffolk County,NASSAU COUNTY SCHOOL COOPERATIVE WORKERS COMPENSATION SELF INSRD TR,27.127639
239.546,NY,Suffolk County,SACHEM YOUTH ADVISORY GROUP INC,0.239546
79.065,NY,New York County,HANDS ON SIGN INTERPRETED PERFORMANCES INC,0.079065
277.134,NY,Kings County,KINGS HIGHWAY DISTRICT MANAGEMENT ASSOCIATION INC,0.277134
2054.028,NY,Kings County,PARK SLOPE CENTER FOR MENTAL HEALTH INC,2.054028
1245.199,NY,Queens County,LEWIS H LATIMER FUND INC,1.245199
200.848,NY,Suffolk County,WEST ISLIP SWIM CLUB INC,0.200848
98.935,NY,Queens County,NEW HIGHLAND ELEMENTARY SCHOOL,0.098935
2594.345,NY,Suffolk County,H S C NO 4 HOUSING DEVELOPEMENT FUND COMPANY INC,2.594345
462.351,NY,Kings County,OLD STONE HOUSE OF BROOKLYN,0.462351
979.877,CA,Los Angeles County,NORTH AMERICA TAIWANESE WOMENS ASSOCIATION INC,0.979877
175.456,NY,Richmond County,ENRICHMENT THROUGH THE ARTS INC,0.175456
6097.369,NY,Suffolk County,LONG ISLAND HIGH TECHNOLOGY INCUBATOR INC,6.097369
1137.506,NY,Kings County,NEIGHBORS HELPING NEIGHBORS INC,1.137506
368.972,NY,Queens County,STEINWAY STREET DISTRICT MANAGEMENT ASSOCIATION INC,0.368972
